datetime,open,high,low,close,volume
2025-08-29 09:30:00,232.56,233.3613,231.37,232.029999,19487368.0
2025-08-29 13:30:00,232.032501,232.83771,231.48,232.27,10523258.0
2025-09-02 09:30:00,229.7,230.78,227.17,228.41,20479116.0
2025-09-02 13:30:00,228.42,230.0,226.97,229.71001,10538599.0
2025-09-03 09:30:00,237.2,237.97,234.37,237.4272,41675486.0
2025-09-03 13:30:00,237.425,238.71001,236.63,238.49001,18070647.0
2025-09-04 09:30:00,238.45,239.8932,236.74001,238.039993,23989901.0
2025-09-04 13:30:00,238.0401,239.8999,237.50999,239.71001,14850591.0
2025-09-05 09:30:00,239.99001,241.32001,238.4901,239.625,32250702.0
2025-09-05 13:30:00,239.6485,240.13,238.73,239.67,12855870.0
2025-09-08 09:30:00,239.3,240.14999,236.34,237.8058,26300104.0
2025-09-08 13:30:00,237.80991,238.0099945,236.61,237.92,13052893.0
